time;V(/OUT_N);V(/OUT_P);V(/OUT_SINGLE);v(/OUT_P)-V(/OUT_N);
0.104993;1.48687;1.47594;2.45499;-0.0109251;
0.105003;1.49008;1.47916;2.47512;-0.0109272;
0.105013;1.49329;1.48237;2.49524;-0.0109262;
0.105023;1.49648;1.48556;2.51527;-0.010922;
0.105033;1.49964;1.48873;2.53512;-0.0109146;
0.105043;1.50276;1.49186;2.55473;-0.0109041;
0.105053;1.50582;1.49493;2.574;-0.0108904;
0.105063;1.50882;1.49794;2.59288;-0.0108737;
0.105073;1.51173;1.50087;2.61127;-0.0108541;
0.105083;1.51455;1.50372;2.6291;-0.0108315;
0.105093;1.51727;1.50646;2.64632;-0.0108061;
0.105103;1.51987;1.50909;2.66284;-0.010778;
0.105113;1.52235;1.5116;2.6786;-0.0107473;
0.105123;1.5247;1.51398;2.69354;-0.0107142;
0.105133;1.5269;1.51622;2.70761;-0.0106788;
0.105143;1.52895;1.51831;2.72074;-0.0106413;
0.105153;1.53085;1.52025;2.73289;-0.0106017;
0.105163;1.53257;1.52201;2.74401;-0.0105604;
0.105173;1.53413;1.52361;2.75406;-0.0105173;
0.105183;1.53551;1.52504;2.763;-0.0104728;
0.105193;1.5367;1.52628;2.7708;-0.010427;
0.105203;1.53771;1.52733;2.77742;-0.0103801;
0.105213;1.53853;1.5282;2.78285;-0.0103322;
0.105223;1.53916;1.52888;2.78706;-0.0102836;
0.105233;1.53959;1.52936;2.79004;-0.0102343;
0.105243;1.53983;1.52964;2.79178;-0.0101847;
0.105253;1.53987;1.52973;2.79227;-0.0101349;
0.105263;1.53971;1.52962;2.79151;-0.010085;
0.105273;1.53935;1.52932;2.7895;-0.0100352;
0.105283;1.5388;1.52882;2.78625;-0.00998578;
0.105293;1.53806;1.52812;2.78178;-0.00993683;
0.105303;1.53713;1.52724;2.77609;-0.00988855;
0.105313;1.536;1.52616;2.7692;-0.00984113;
0.105323;1.5347;1.5249;2.76116;-0.00979474;
0.105333;1.53321;1.52346;2.75197;-0.00974958;
0.105343;1.53155;1.52184;2.74169;-0.00970582;
0.105353;1.52972;1.52006;2.73034;-0.00966363;
0.105363;1.52773;1.51811;2.71797;-0.00962321;
0.105373;1.52559;1.516;2.70463;-0.00958471;
0.105383;1.5233;1.51375;2.69037;-0.0095483;
0.105393;1.52087;1.51135;2.67524;-0.00951413;
0.105403;1.51831;1.50883;2.65931;-0.00948235;
0.105413;1.51564;1.50618;2.64263;-0.0094531;
0.105423;1.51286;1.50343;2.62527;-0.0094265;
0.105433;1.50998;1.50058;2.60731;-0.00940266;
0.105443;1.50702;1.49763;2.5888;-0.00938169;
0.105453;1.50398;1.49462;2.56984;-0.00936366;
0.105463;1.50088;1.49153;2.55048;-0.00934866;
0.105473;1.49774;1.4884;2.53081;-0.00933675;
0.105483;1.49456;1.48523;2.51091;-0.00932798;
0.105493;1.49135;1.48203;2.49086;-0.00932237;
0.105503;1.48814;1.47882;2.47073;-0.00931995;
0.105513;1.48493;1.47561;2.45061;-0.00932073;
0.105523;1.48173;1.47241;2.43057;-0.0093247;
0.105533;1.47857;1.46924;2.41069;-0.00933185;
0.105543;1.47544;1.4661;2.39107;-0.00934214;
0.105553;1.47237;1.46301;2.37176;-0.00935553;
0.105563;1.46936;1.45999;2.35285;-0.00937197;
0.105573;1.46643;1.45704;2.33442;-0.00939138;
0.105583;1.46359;1.45418;2.31654;-0.0094137;
0.105593;1.46086;1.45142;2.29927;-0.00943882;
0.105603;1.45823;1.44876;2.28268;-0.00946665;
0.105613;1.45572;1.44623;2.26685;-0.00949707;
0.105623;1.45335;1.44382;2.25184;-0.00952996;
0.105633;1.45112;1.44155;2.23769;-0.0095652;
0.105643;1.44904;1.43943;2.22448;-0.00960264;
0.105653;1.44711;1.43747;2.21224;-0.00964213;
0.105663;1.44536;1.43567;2.20104;-0.00968351;
0.105673;1.44377;1.43404;2.19091;-0.00972663;
0.105683;1.44237;1.43259;2.18189;-0.00977131;
0.105693;1.44114;1.43133;2.17402;-0.00981737;
0.105703;1.44011;1.43025;2.16733;-0.00986463;
0.105713;1.43927;1.42936;2.16184;-0.00991292;
0.105723;1.43863;1.42867;2.15758;-0.00996203;
0.105733;1.43819;1.42818;2.15457;-0.0100118;
0.105743;1.43795;1.42788;2.15281;-0.010062;
0.105753;1.43791;1.42779;2.15232;-0.0101124;
0.105763;1.43807;1.4279;2.15309;-0.0101628;
0.105773;1.43843;1.42822;2.15512;-0.0102132;
0.105783;1.43899;1.42873;2.1584;-0.0102631;
0.105793;1.43976;1.42944;2.16293;-0.0103125;
0.105803;1.44071;1.43035;2.16868;-0.0103612;
0.105813;1.44186;1.43145;2.17562;-0.010409;
0.105823;1.44319;1.43274;2.18375;-0.0104556;
0.105833;1.44471;1.4342;2.19301;-0.0105009;
0.105843;1.4464;1.43585;2.20338;-0.0105447;
0.105853;1.44825;1.43767;2.21481;-0.0105869;
0.105863;1.45027;1.43965;2.22726;-0.0106273;
0.105873;1.45245;1.44178;2.24068;-0.0106656;
0.105883;1.45477;1.44406;2.25502;-0.0107019;
0.105893;1.45722;1.44648;2.27022;-0.0107358;
0.105903;1.4598;1.44903;2.28622;-0.0107674;
0.105913;1.46249;1.4517;2.30295;-0.0107964;
0.105923;1.46529;1.45447;2.32036;-0.0108227;
0.105933;1.46819;1.45734;2.33837;-0.0108463;
0.105943;1.47117;1.4603;2.35691;-0.010867;
0.105953;1.47421;1.46333;2.37591;-0.0108847;
0.105963;1.47732;1.46642;2.39529;-0.0108995;
0.105973;1.48047;1.46956;2.41498;-0.0109111;
0.105983;1.48366;1.47274;2.43489;-0.0109197;
0.105993;1.48686;1.47594;2.45496;-0.0109251;
0.106003;1.49008;1.47915;2.47509;-0.0109272;
0.106013;1.49329;1.48236;2.4952;-0.0109262;
0.106023;1.49648;1.48556;2.51523;-0.010922;
0.106033;1.49964;1.48872;2.53509;-0.0109146;
0.106043;1.50275;1.49185;2.55469;-0.0109041;
0.106053;1.50582;1.49493;2.57397;-0.0108904;
0.106063;1.50881;1.49794;2.59284;-0.0108737;
0.106073;1.51172;1.50087;2.61123;-0.0108541;
0.106083;1.51454;1.50371;2.62907;-0.0108315;
0.106093;1.51726;1.50645;2.64628;-0.0108061;
0.106103;1.51987;1.50909;2.6628;-0.010778;
0.106113;1.52235;1.5116;2.67856;-0.0107473;
0.106123;1.52469;1.51398;2.69351;-0.0107142;
0.106133;1.5269;1.51622;2.70757;-0.0106788;
0.106143;1.52895;1.51831;2.72071;-0.0106413;
0.106153;1.53084;1.52024;2.73286;-0.0106017;
0.106163;1.53257;1.52201;2.74398;-0.0105604;
0.106173;1.53412;1.52361;2.75403;-0.0105173;
0.106183;1.5355;1.52503;2.76297;-0.0104728;
0.106193;1.5367;1.52627;2.77076;-0.010427;
0.106203;1.53771;1.52733;2.77739;-0.0103801;
0.106213;1.53853;1.52819;2.78281;-0.0103322;
0.106223;1.53915;1.52887;2.78703;-0.0102836;
0.106233;1.53959;1.52935;2.79001;-0.0102343;
0.106243;1.53982;1.52964;2.79174;-0.0101847;
0.106253;1.53986;1.52973;2.79223;-0.0101349;
0.106263;1.5397;1.52962;2.79147;-0.010085;
0.106273;1.53935;1.52931;2.78946;-0.0100352;
0.106283;1.5388;1.52881;2.78622;-0.00998578;
0.106293;1.53805;1.52812;2.78174;-0.00993683;
0.106303;1.53712;1.52723;2.77605;-0.00988855;
0.106313;1.536;1.52616;2.76917;-0.00984112;
0.106323;1.53469;1.5249;2.76112;-0.00979474;
0.106333;1.5332;1.52346;2.75194;-0.00974957;
0.106343;1.53154;1.52184;2.74165;-0.00970581;
0.106353;1.52972;1.52005;2.7303;-0.00966363;
0.106363;1.52772;1.5181;2.71793;-0.00962321;
0.106373;1.52558;1.516;2.70459;-0.00958471;
0.106383;1.52329;1.51374;2.69033;-0.00954829;
0.106393;1.52086;1.51135;2.6752;-0.00951413;
0.106403;1.51831;1.50882;2.65927;-0.00948235;
0.106413;1.51563;1.50618;2.64259;-0.0094531;
0.106423;1.51285;1.50342;2.62524;-0.0094265;
0.106433;1.50997;1.50057;2.60727;-0.00940266;
0.106443;1.50701;1.49763;2.58877;-0.00938168;
0.106453;1.50397;1.49461;2.5698;-0.00936366;
0.106463;1.50088;1.49153;2.55045;-0.00934866;
0.106473;1.49773;1.4884;2.53078;-0.00933675;
0.106483;1.49455;1.48522;2.51088;-0.00932797;
0.106493;1.49135;1.48203;2.49082;-0.00932237;
0.106503;1.48813;1.47881;2.47069;-0.00931995;
0.106513;1.48492;1.4756;2.45057;-0.00932073;
0.106523;1.48173;1.4724;2.43053;-0.0093247;
0.106533;1.47856;1.46923;2.41066;-0.00933185;
0.106543;1.47544;1.46609;2.39103;-0.00934214;
0.106553;1.47236;1.46301;2.37173;-0.00935553;
0.106563;1.46936;1.45998;2.35282;-0.00937197;
0.106573;1.46643;1.45704;2.33439;-0.00939138;
0.106583;1.46359;1.45418;2.3165;-0.00941369;
0.106593;1.46085;1.45141;2.29923;-0.00943882;
0.106603;1.45822;1.44876;2.28265;-0.00946664;
0.106613;1.45572;1.44622;2.26682;-0.00949707;
0.106623;1.45335;1.44382;2.2518;-0.00952996;
0.106633;1.45111;1.44155;2.23766;-0.0095652;
0.106643;1.44903;1.43943;2.22444;-0.00960264;
0.106653;1.44711;1.43747;2.21221;-0.00964213;
0.106663;1.44535;1.43567;2.201;-0.00968351;
0.106673;1.44377;1.43404;2.19087;-0.00972663;
0.106683;1.44236;1.43259;2.18185;-0.00977131;
0.106693;1.44114;1.43132;2.17398;-0.00981737;
0.106703;1.44011;1.43024;2.16729;-0.00986463;
0.106713;1.43927;1.42935;2.16181;-0.00991291;
0.106723;1.43863;1.42866;2.15755;-0.00996202;
0.106733;1.43818;1.42817;2.15453;-0.0100118;
0.106743;1.43794;1.42788;2.15278;-0.010062;
0.106753;1.4379;1.42779;2.15228;-0.0101124;
0.106763;1.43806;1.4279;2.15305;-0.0101628;
0.106773;1.43843;1.42821;2.15508;-0.0102132;
0.106783;1.43899;1.42873;2.15837;-0.0102631;
0.106793;1.43975;1.42944;2.16289;-0.0103125;
0.106803;1.44071;1.43034;2.16864;-0.0103612;
0.106813;1.44185;1.43144;2.17559;-0.010409;
0.106823;1.44319;1.43273;2.18371;-0.0104556;
0.106833;1.4447;1.4342;2.19297;-0.0105009;
0.106843;1.44639;1.43584;2.20334;-0.0105447;
0.106853;1.44825;1.43766;2.21477;-0.0105869;
0.106863;1.45027;1.43964;2.22722;-0.0106273;
0.106873;1.45244;1.44178;2.24065;-0.0106656;
0.106883;1.45476;1.44406;2.25498;-0.0107019;
0.106893;1.45721;1.44648;2.27018;-0.0107358;
0.106903;1.45979;1.44903;2.28618;-0.0107674;
0.106913;1.46249;1.45169;2.30292;-0.0107964;
0.106923;1.46529;1.45447;2.32033;-0.0108227;
0.106933;1.46818;1.45734;2.33834;-0.0108463;
0.106943;1.47116;1.46029;2.35688;-0.010867;
0.106953;1.47421;1.46332;2.37588;-0.0108847;
0.106963;1.47731;1.46641;2.39526;-0.0108995;
0.106973;1.48047;1.46955;2.41494;-0.0109111;
0.106983;1.48365;1.47273;2.43486;-0.0109197;
0.106993;1.48686;1.47593;2.45492;-0.0109251;
0.107003;1.49007;1.47914;2.47505;-0.0109272;
0.107013;1.49328;1.48235;2.49517;-0.0109262;
0.107023;1.49647;1.48555;2.5152;-0.010922;
0.107033;1.49963;1.48872;2.53505;-0.0109146;
0.107043;1.50275;1.49185;2.55466;-0.0109041;
0.107053;1.50581;1.49492;2.57393;-0.0108904;
0.107063;1.5088;1.49793;2.5928;-0.0108737;
0.107073;1.51172;1.50086;2.61119;-0.0108541;
0.107083;1.51454;1.50371;2.62903;-0.0108315;
0.107093;1.51726;1.50645;2.64624;-0.0108061;
0.107103;1.51986;1.50908;2.66276;-0.010778;
0.107113;1.52234;1.51159;2.67853;-0.0107473;
0.107123;1.52469;1.51397;2.69347;-0.0107142;
0.107133;1.52689;1.51621;2.70754;-0.0106788;
0.107143;1.52894;1.5183;2.72067;-0.0106413;
0.107153;1.53084;1.52023;2.73282;-0.0106017;
0.107163;1.53256;1.522;2.74394;-0.0105604;
0.107173;1.53412;1.5236;2.75399;-0.0105173;
0.107183;1.5355;1.52502;2.76293;-0.0104728;
0.107193;1.53669;1.52627;2.77073;-0.010427;
0.107203;1.5377;1.52732;2.77735;-0.0103801;
0.107213;1.53852;1.52819;2.78278;-0.0103322;
0.107223;1.53915;1.52886;2.78699;-0.0102836;
0.107233;1.53958;1.52935;2.78997;-0.0102343;
0.107243;1.53982;1.52963;2.79171;-0.0101847;
0.107253;1.53985;1.52972;2.7922;-0.0101349;
0.107263;1.5397;1.52961;2.79144;-0.010085;
0.107273;1.53934;1.52931;2.78943;-0.0100352;
0.107283;1.53879;1.52881;2.78618;-0.00998578;
0.107293;1.53805;1.52811;2.7817;-0.00993682;
0.107303;1.53711;1.52723;2.77601;-0.00988854;
0.107313;1.53599;1.52615;2.76913;-0.00984112;
0.107323;1.53469;1.52489;2.76109;-0.00979474;
0.107333;1.5332;1.52345;2.7519;-0.00974957;
0.107343;1.53154;1.52183;2.74162;-0.00970581;
0.107353;1.52971;1.52005;2.73027;-0.00966363;
0.107363;1.52772;1.5181;2.7179;-0.0096232;
0.107373;1.52557;1.51599;2.70456;-0.0095847;
0.107383;1.52328;1.51374;2.6903;-0.00954829;
0.107393;1.52086;1.51134;2.67517;-0.00951412;
0.107403;1.5183;1.50882;2.65923;-0.00948235;
0.107413;1.51563;1.50617;2.64256;-0.0094531;
0.107423;1.51284;1.50342;2.6252;-0.00942649;
0.107433;1.50997;1.50056;2.60724;-0.00940266;
0.107443;1.507;1.49762;2.58873;-0.00938168;
0.107453;1.50397;1.4946;2.56977;-0.00936366;
0.107463;1.50087;1.49152;2.55041;-0.00934866;
0.107473;1.49773;1.48839;2.53074;-0.00933675;
0.107483;1.49455;1.48522;2.51084;-0.00932797;
0.107493;1.49134;1.48202;2.49079;-0.00932236;
0.107503;1.48813;1.47881;2.47066;-0.00931995;
0.107513;1.48492;1.4756;2.45053;-0.00932072;
0.107523;1.48172;1.4724;2.4305;-0.0093247;
0.107533;1.47856;1.46922;2.41062;-0.00933184;
0.107543;1.47543;1.46609;2.391;-0.00934213;
0.107553;1.47236;1.463;2.37169;-0.00935553;
0.107563;1.46935;1.45998;2.35278;-0.00937196;
0.107573;1.46642;1.45703;2.33435;-0.00939138;
0.107583;1.46358;1.45417;2.31646;-0.00941369;
0.107593;1.46084;1.45141;2.2992;-0.00943881;
0.107603;1.45822;1.44875;2.28261;-0.00946664;
0.107613;1.45571;1.44622;2.26678;-0.00949706;
0.107623;1.45334;1.44381;2.25176;-0.00952996;
0.107633;1.45111;1.44154;2.23762;-0.0095652;
0.107643;1.44903;1.43942;2.22441;-0.00960264;
0.107653;1.4471;1.43746;2.21217;-0.00964213;
0.107663;1.44534;1.43566;2.20097;-0.00968351;
0.107673;1.44376;1.43403;2.19083;-0.00972663;
0.107683;1.44235;1.43258;2.18182;-0.0097713;
0.107693;1.44113;1.43132;2.17395;-0.00981737;
0.107703;1.4401;1.43024;2.16725;-0.00986463;
0.107713;1.43926;1.42935;2.16177;-0.00991291;
0.107723;1.43862;1.42866;2.15751;-0.00996202;
0.107733;1.43818;1.42816;2.1545;-0.0100118;
0.107743;1.43793;1.42787;2.15274;-0.0100619;
0.107753;1.43789;1.42778;2.15225;-0.0101124;
0.107763;1.43806;1.42789;2.15301;-0.0101628;
0.107773;1.43842;1.42821;2.15505;-0.0102132;
0.107783;1.43898;1.42872;2.15833;-0.0102631;
0.107793;1.43974;1.42943;2.16286;-0.0103125;
0.107803;1.4407;1.43034;2.1686;-0.0103612;
0.107813;1.44185;1.43144;2.17555;-0.010409;
0.107823;1.44318;1.43272;2.18368;-0.0104556;
0.107833;1.44469;1.43419;2.19294;-0.0105009;
0.107843;1.44638;1.43584;2.20331;-0.0105447;
0.107853;1.44824;1.43766;2.21474;-0.0105869;
0.107863;1.45026;1.43964;2.22719;-0.0106273;
0.107873;1.45244;1.44177;2.24061;-0.0106656;
0.107883;1.45475;1.44405;2.25495;-0.0107019;
0.107893;1.45721;1.44647;2.27015;-0.0107358;
0.107903;1.45979;1.44902;2.28615;-0.0107674;
0.107913;1.46248;1.45169;2.30288;-0.0107964;
0.107923;1.46528;1.45446;2.32029;-0.0108227;
0.107933;1.46818;1.45733;2.3383;-0.0108463;
0.107943;1.47115;1.46029;2.35684;-0.010867;
0.107953;1.4742;1.46332;2.37584;-0.0108847;
0.107963;1.47731;1.46641;2.39522;-0.0108995;
0.107973;1.48046;1.46955;2.41491;-0.0109111;
0.107983;1.48365;1.47273;2.43482;-0.0109197;
0.107993;1.48685;1.47593;2.45488;-0.010925;
0.108003;1.49007;1.47914;2.47501;-0.0109272;
0.108013;1.49327;1.48235;2.49513;-0.0109262;
0.108023;1.49647;1.48554;2.51516;-0.010922;
0.108033;1.49963;1.48871;2.53502;-0.0109146;
0.108043;1.50274;1.49184;2.55462;-0.0109041;
0.108053;1.5058;1.49491;2.5739;-0.0108904;
0.108063;1.5088;1.49792;2.59277;-0.0108737;
0.108073;1.51171;1.50086;2.61116;-0.010854;
0.108083;1.51453;1.5037;2.629;-0.0108315;
0.108093;1.51725;1.50644;2.64621;-0.0108061;
0.108103;1.51985;1.50908;2.66273;-0.010778;
0.108113;1.52233;1.51159;2.67849;-0.0107473;
0.108123;1.52468;1.51397;2.69344;-0.0107142;
0.108133;1.52688;1.5162;2.7075;-0.0106788;
0.108143;1.52894;1.51829;2.72064;-0.0106413;
0.108153;1.53083;1.52023;2.73279;-0.0106017;
0.108163;1.53256;1.522;2.74391;-0.0105603;
0.108173;1.53411;1.5236;2.75396;-0.0105173;
0.108183;1.53549;1.52502;2.7629;-0.0104728;
0.108193;1.53669;1.52626;2.77069;-0.010427;
0.108203;1.5377;1.52732;2.77732;-0.0103801;
0.108213;1.53852;1.52818;2.78274;-0.0103322;
0.108223;1.53914;1.52886;2.78696;-0.0102836;
0.108233;1.53957;1.52934;2.78994;-0.0102343;
0.108243;1.53981;1.52963;2.79167;-0.0101847;
0.108253;1.53985;1.52971;2.79216;-0.0101349;
0.108263;1.53969;1.52961;2.7914;-0.010085;
0.108273;1.53934;1.5293;2.78939;-0.0100352;
0.108283;1.53879;1.5288;2.78615;-0.00998578;
0.108293;1.53804;1.52811;2.78167;-0.00993682;
0.108303;1.53711;1.52722;2.77598;-0.00988854;
0.108313;1.53599;1.52614;2.7691;-0.00984112;
0.108323;1.53468;1.52488;2.76105;-0.00979473;
0.108333;1.53319;1.52344;2.75187;-0.00974957;
0.108343;1.53153;1.52183;2.74158;-0.00970581;
0.108353;1.5297;1.52004;2.73023;-0.00966363;
0.108363;1.52771;1.51809;2.71786;-0.0096232;
0.108373;1.52557;1.51598;2.70452;-0.0095847;
0.108383;1.52328;1.51373;2.69026;-0.00954829;
0.108393;1.52085;1.51134;2.67513;-0.00951412;
0.108403;1.51829;1.50881;2.6592;-0.00948234;
0.108413;1.51562;1.50617;2.64252;-0.00945309;
0.108423;1.51284;1.50341;2.62517;-0.00942649;
0.108433;1.50996;1.50056;2.6072;-0.00940265;
0.108443;1.507;1.49762;2.5887;-0.00938168;
0.108453;1.50396;1.4946;2.56973;-0.00936366;
0.108463;1.50087;1.49152;2.55038;-0.00934866;
0.108473;1.49772;1.48838;2.53071;-0.00933675;
0.108483;1.49454;1.48521;2.51081;-0.00932797;
0.108493;1.49134;1.48201;2.49075;-0.00932236;
0.108503;1.48812;1.4788;2.47062;-0.00931994;
0.108513;1.48491;1.47559;2.4505;-0.00932072;
0.108523;1.48172;1.47239;2.43046;-0.0093247;
0.108533;1.47855;1.46922;2.41059;-0.00933184;
0.108543;1.47542;1.46608;2.39096;-0.00934213;
0.108553;1.47235;1.463;2.37165;-0.00935552;
0.108563;1.46935;1.45997;2.35275;-0.00937196;
0.108573;1.46642;1.45703;2.33431;-0.00939138;
0.108583;1.46358;1.45416;2.31643;-0.00941369;
0.108593;1.46084;1.4514;2.29916;-0.00943881;
0.108603;1.45821;1.44875;2.28258;-0.00946664;
0.108613;1.45571;1.44621;2.26675;-0.00949706;
0.108623;1.45333;1.4438;2.25173;-0.00952996;
0.108633;1.4511;1.44154;2.23758;-0.0095652;
0.108643;1.44902;1.43942;2.22437;-0.00960263;
0.108653;1.4471;1.43745;2.21214;-0.00964212;
0.108663;1.44534;1.43566;2.20093;-0.00968351;
0.108673;1.44375;1.43403;2.1908;-0.00972663;
0.108683;1.44235;1.43258;2.18178;-0.0097713;
0.108693;1.44113;1.43131;2.17391;-0.00981736;
0.108703;1.44009;1.43023;2.16722;-0.00986463;
0.108713;1.43926;1.42934;2.16173;-0.00991291;
0.108723;1.43861;1.42865;2.15748;-0.00996202;
0.108733;1.43817;1.42816;2.15446;-0.0100118;
0.108743;1.43793;1.42787;2.15271;-0.0100619;
0.108753;1.43789;1.42778;2.15221;-0.0101124;
0.108763;1.43805;1.42789;2.15298;-0.0101628;
0.108773;1.43841;1.4282;2.15501;-0.0102132;
0.108783;1.43898;1.42871;2.1583;-0.0102631;
0.108793;1.43974;1.42943;2.16282;-0.0103125;
0.108803;1.44069;1.43033;2.16857;-0.0103612;
0.108813;1.44184;1.43143;2.17552;-0.010409;
0.108823;1.44317;1.43272;2.18364;-0.0104556;
0.108833;1.44469;1.43419;2.1929;-0.0105009;
0.108843;1.44638;1.43583;2.20327;-0.0105447;
0.108853;1.44824;1.43765;2.2147;-0.0105869;
0.108863;1.45026;1.43963;2.22715;-0.0106273;
0.108873;1.45243;1.44176;2.24057;-0.0106656;
0.108883;1.45475;1.44405;2.25491;-0.0107019;
0.108893;1.4572;1.44647;2.27011;-0.0107358;
0.108903;1.45978;1.44901;2.28611;-0.0107674;
0.108913;1.46248;1.45168;2.30285;-0.0107964;
0.108923;1.46528;1.45445;2.32025;-0.0108227;
0.108933;1.46817;1.45733;2.33826;-0.0108463;
0.108943;1.47115;1.46028;2.35681;-0.010867;
0.108953;1.4742;1.46331;2.3758;-0.0108847;
0.108963;1.4773;1.4664;2.39519;-0.0108995;
0.108973;1.48045;1.46954;2.41487;-0.0109111;
0.108983;1.48364;1.47272;2.43479;-0.0109197;
0.108993;1.48685;1.47592;2.45485;-0.010925;
0.109003;1.49006;1.47913;2.47498;-0.0109272;
0.109013;1.49327;1.48234;2.4951;-0.0109262;
0.109023;1.49646;1.48554;2.51513;-0.010922;
0.109033;1.49962;1.48871;2.53498;-0.0109146;
0.109043;1.50274;1.49183;2.55459;-0.0109041;
0.109053;1.5058;1.49491;2.57386;-0.0108904;
0.109063;1.50879;1.49792;2.59273;-0.0108737;
0.109073;1.5117;1.50085;2.61112;-0.010854;
0.109083;1.51453;1.50369;2.62896;-0.0108315;
0.109093;1.51724;1.50644;2.64617;-0.0108061;
0.109103;1.51985;1.50907;2.66269;-0.010778;
0.109113;1.52233;1.51158;2.67846;-0.0107473;
0.109123;1.52467;1.51396;2.6934;-0.0107142;
0.109133;1.52688;1.5162;2.70747;-0.0106788;
0.109143;1.52893;1.51829;2.7206;-0.0106413;
0.109153;1.53082;1.52022;2.73275;-0.0106017;
0.109163;1.53255;1.52199;2.74387;-0.0105603;
0.109173;1.53411;1.52359;2.75392;-0.0105173;
0.109183;1.53549;1.52501;2.76286;-0.0104728;
0.109193;1.53668;1.52625;2.77066;-0.010427;
0.109203;1.53769;1.52731;2.77728;-0.0103801;
0.109213;1.53851;1.52818;2.78271;-0.0103322;
0.109223;1.53914;1.52885;2.78692;-0.0102836;
0.109233;1.53957;1.52933;2.7899;-0.0102343;
0.109243;1.5398;1.52962;2.79164;-0.0101847;
0.109253;1.53984;1.52971;2.79213;-0.0101349;
0.109263;1.53969;1.5296;2.79137;-0.010085;
0.109273;1.53933;1.5293;2.78936;-0.0100352;
0.109283;1.53878;1.52879;2.78611;-0.00998577;
0.109293;1.53804;1.5281;2.78163;-0.00993682;
0.109303;1.5371;1.52721;2.77594;-0.00988854;
0.109313;1.53598;1.52614;2.76906;-0.00984112;
0.109323;1.53467;1.52488;2.76102;-0.00979473;
0.109333;1.53319;1.52344;2.75183;-0.00974957;
0.109343;1.53153;1.52182;2.74155;-0.0097058;
0.109353;1.5297;1.52003;2.7302;-0.00966362;
0.109363;1.52771;1.51808;2.71783;-0.0096232;
0.109373;1.52556;1.51598;2.70449;-0.0095847;
0.109383;1.52327;1.51372;2.69023;-0.00954829;
0.109393;1.52084;1.51133;2.6751;-0.00951412;
0.109403;1.51829;1.50881;2.65916;-0.00948234;
0.109413;1.51561;1.50616;2.64249;-0.00945309;
0.109423;1.51283;1.50341;2.62513;-0.00942649;
0.109433;1.50995;1.50055;2.60717;-0.00940265;
0.109443;1.50699;1.49761;2.58866;-0.00938168;
0.109453;1.50396;1.49459;2.5697;-0.00936365;
0.109463;1.50086;1.49151;2.55034;-0.00934866;
0.109473;1.49772;1.48838;2.53067;-0.00933675;
0.109483;1.49453;1.48521;2.51077;-0.00932797;
0.109493;1.49133;1.48201;2.49072;-0.00932236;
0.109503;1.48812;1.4788;2.47059;-0.00931994;
0.109513;1.48491;1.47559;2.45046;-0.00932072;
0.109523;1.48171;1.47239;2.43043;-0.00932469;
0.109533;1.47854;1.46921;2.41055;-0.00933184;
0.109543;1.47542;1.46608;2.39092;-0.00934213;
0.109553;1.47235;1.46299;2.37162;-0.00935552;
0.109563;1.46934;1.45997;2.35271;-0.00937196;
0.109573;1.46641;1.45702;2.33428;-0.00939138;
0.109583;1.46357;1.45416;2.31639;-0.00941369;
0.109593;1.46083;1.45139;2.29912;-0.00943881;
0.109603;1.45821;1.44874;2.28254;-0.00946664;
0.109613;1.4557;1.4462;2.26671;-0.00949706;
0.109623;1.45333;1.4438;2.25169;-0.00952996;
0.109633;1.4511;1.44153;2.23755;-0.00956519;
0.109643;1.44901;1.43941;2.22433;-0.00960263;
0.109653;1.44709;1.43745;2.2121;-0.00964212;
0.109663;1.44533;1.43565;2.2009;-0.00968351;
0.109673;1.44375;1.43402;2.19076;-0.00972662;
0.109683;1.44234;1.43257;2.18175;-0.0097713;
0.109693;1.44112;1.4313;2.17388;-0.00981736;
0.109703;1.44009;1.43022;2.16718;-0.00986463;
0.109713;1.43925;1.42934;2.1617;-0.00991291;
0.109723;1.43861;1.42865;2.15744;-0.00996202;
0.109733;1.43817;1.42815;2.15443;-0.0100118;
0.109743;1.43792;1.42786;2.15267;-0.0100619;
0.109753;1.43788;1.42777;2.15218;-0.0101124;
0.109763;1.43804;1.42788;2.15294;-0.0101628;
