time;V(/OUT_N);V(/OUT_P);V(/OUT_SINGLE);V(/SE_IN+);
9.41895;2.07606;2.0753;7.3502;7.47426;
9.41896;2.07945;2.07867;7.37099;7.47765;
9.41897;2.08291;2.08211;7.39226;7.48111;
9.41898;2.08642;2.08561;7.4139;7.48461;
9.41899;2.08996;2.08914;7.43585;7.48816;
9.419;2.09353;2.0927;7.45801;7.49173;
9.41901;2.09711;2.09627;7.48029;7.4953;
9.41902;2.10068;2.09984;7.50261;7.49887;
9.41903;2.10423;2.1034;7.52488;7.50243;
9.41904;2.10775;2.10692;7.54701;7.50594;
9.41905;2.11122;2.1104;7.56891;7.50941;
9.41906;2.11463;2.11382;7.5905;7.51282;
9.41907;2.11796;2.11717;7.61169;7.51616;
9.41908;2.12121;2.12044;7.6324;7.51941;
9.41909;2.12436;2.12361;7.65255;7.52255;
9.4191;2.12739;2.12666;7.67205;7.52559;
9.41911;2.1303;2.1296;7.69083;7.5285;
9.41912;2.13307;2.1324;7.70882;7.53127;
9.41913;2.1357;2.13506;7.72595;7.53389;
9.41914;2.13817;2.13756;7.74214;7.53636;
9.41915;2.14047;2.1399;7.75733;7.53866;
9.41916;2.14259;2.14207;7.77147;7.54078;
9.41917;2.14453;2.14405;7.78449;7.54272;
9.41918;2.14628;2.14584;7.79636;7.54447;
9.41919;2.14782;2.14743;7.80701;7.54602;
9.4192;2.14917;2.14882;7.8164;7.54736;
9.41921;2.1503;2.15;7.82451;7.54849;
9.41922;2.15121;2.15096;7.8313;7.5494;
9.41923;2.15191;2.15171;7.83674;7.5501;
9.41924;2.15238;2.15224;7.84081;7.55057;
9.41925;2.15264;2.15254;7.84349;7.55082;
9.41926;2.15266;2.15262;7.84478;7.55085;
9.41927;2.15247;2.15247;7.84466;7.55065;
9.41928;2.15204;2.1521;7.84315;7.55023;
9.41929;2.1514;2.15151;7.84024;7.54959;
9.4193;2.15054;2.1507;7.83594;7.54872;
9.41931;2.14946;2.14967;7.83028;7.54764;
9.41932;2.14817;2.14843;7.82328;7.54635;
9.41933;2.14667;2.14698;7.81495;7.54485;
9.41934;2.14497;2.14533;7.80535;7.54315;
9.41935;2.14307;2.14348;7.7945;7.54126;
9.41936;2.14099;2.14145;7.78244;7.53918;
9.41937;2.13874;2.13923;7.76923;7.53692;
9.41938;2.13631;2.13685;7.75492;7.53449;
9.41939;2.13372;2.1343;7.73955;7.5319;
9.4194;2.13098;2.13159;7.72321;7.52916;
9.41941;2.1281;2.12875;7.70594;7.52628;
9.41942;2.1251;2.12578;7.68781;7.52328;
9.41943;2.12198;2.12269;7.66891;7.52016;
9.41944;2.11875;2.11949;7.64929;7.51693;
9.41945;2.11544;2.11619;7.62905;7.51362;
9.41946;2.11204;2.11282;7.60826;7.51022;
9.41947;2.10859;2.10938;7.58699;7.50677;
9.41948;2.10508;2.10589;7.56535;7.50326;
9.41949;2.10153;2.10235;7.5434;7.49971;
9.4195;2.09797;2.09879;7.52124;7.49615;
9.41951;2.09439;2.09522;7.49896;7.49257;
9.41952;2.09082;2.09165;7.47664;7.489;
9.41953;2.08727;2.0881;7.45437;7.48545;
9.41954;2.08375;2.08458;7.43224;7.48193;
9.41955;2.08028;2.0811;7.41034;7.47846;
9.41956;2.07687;2.07767;7.38875;7.47505;
9.41957;2.07353;2.07432;7.36756;7.47172;
9.41958;2.07029;2.07106;7.34685;7.46847;
9.41959;2.06714;2.06789;7.3267;7.46532;
9.4196;2.06411;2.06483;7.3072;7.46229;
9.41961;2.0612;2.0619;7.28842;7.45938;
9.41962;2.05843;2.0591;7.27043;7.45661;
9.41963;2.0558;2.05644;7.2533;7.45399;
9.41964;2.05333;2.05394;7.23711;7.45152;
9.41965;2.05103;2.0516;7.22192;7.44922;
9.41966;2.04891;2.04943;7.20778;7.4471;
9.41967;2.04697;2.04745;7.19476;7.44516;
9.41968;2.04522;2.04566;7.1829;7.44341;
9.41969;2.04368;2.04407;7.17225;7.44187;
9.4197;2.04234;2.04268;7.16285;7.44053;
9.41971;2.04121;2.04151;7.15474;7.4394;
9.41972;2.04029;2.04054;7.14795;7.43848;
9.41973;2.03959;2.03979;7.14251;7.43778;
9.41974;2.03912;2.03927;7.13844;7.43731;
9.41975;2.03887;2.03896;7.13576;7.43706;
9.41976;2.03884;2.03888;7.13447;7.43703;
9.41977;2.03904;2.03903;7.13459;7.43723;
9.41978;2.03946;2.0394;7.1361;7.43765;
9.41979;2.0401;2.03999;7.13901;7.4383;
9.4198;2.04097;2.0408;7.14331;7.43916;
9.41981;2.04205;2.04183;7.14897;7.44024;
9.41982;2.04334;2.04307;7.15598;7.44153;
9.41983;2.04483;2.04452;7.1643;7.44303;
9.41984;2.04653;2.04617;7.1739;7.44473;
9.41985;2.04843;2.04802;7.18476;7.44662;
9.41986;2.05051;2.05005;7.19681;7.4487;
9.41987;2.05276;2.05227;7.21002;7.45096;
9.41988;2.05519;2.05465;7.22434;7.45339;
9.41989;2.05778;2.0572;7.2397;7.45598;
9.4199;2.06052;2.0599;7.25604;7.45872;
9.41991;2.06339;2.06275;7.27331;7.4616;
9.41992;2.0664;2.06572;7.29144;7.4646;
9.41993;2.06952;2.06881;7.31034;7.46772;
9.41994;2.07274;2.07201;7.32996;7.47095;
9.41995;2.07606;2.0753;7.3502;7.47426;
9.41996;2.07945;2.07867;7.37099;7.47765;
9.41997;2.08291;2.08211;7.39226;7.48111;
9.41998;2.08642;2.08561;7.4139;7.48462;
9.41999;2.08996;2.08914;7.43585;7.48816;
9.42;2.09353;2.0927;7.45801;7.49173;
9.42001;2.0971;2.09627;7.48029;7.49531;
9.42002;2.10068;2.09984;7.50261;7.49888;
9.42003;2.10423;2.1034;7.52488;7.50243;
9.42004;2.10775;2.10692;7.54701;7.50595;
9.42005;2.11122;2.1104;7.56891;7.50942;
9.42006;2.11463;2.11382;7.5905;7.51283;
9.42007;2.11796;2.11717;7.61169;7.51616;
9.42008;2.12121;2.12044;7.6324;7.51941;
9.42009;2.12436;2.1236;7.65255;7.52256;
9.4201;2.12739;2.12666;7.67205;7.52559;
9.42011;2.1303;2.1296;7.69083;7.5285;
9.42012;2.13307;2.1324;7.70882;7.53127;
9.42013;2.1357;2.13506;7.72595;7.5339;
9.42014;2.13817;2.13756;7.74214;7.53637;
9.42015;2.14047;2.1399;7.75733;7.53867;
9.42016;2.14259;2.14206;7.77147;7.54079;
9.42017;2.14453;2.14405;7.78449;7.54273;
9.42018;2.14628;2.14584;7.79636;7.54447;
9.42019;2.14782;2.14743;7.80701;7.54602;
9.4202;2.14916;2.14882;7.8164;7.54736;
9.42021;2.1503;2.15;7.82451;7.54849;
9.42022;2.15121;2.15096;7.8313;7.54941;
9.42023;2.15191;2.15171;7.83674;7.5501;
9.42024;2.15238;2.15223;7.84081;7.55058;
9.42025;2.15263;2.15254;7.84349;7.55083;
9.42026;2.15266;2.15262;7.84478;7.55085;
9.42027;2.15246;2.15247;7.84466;7.55066;
9.42028;2.15204;2.1521;7.84315;7.55023;
9.42029;2.1514;2.15151;7.84024;7.54959;
9.4203;2.15053;2.1507;7.83594;7.54873;
9.42031;2.14946;2.14967;7.83028;7.54765;
9.42032;2.14816;2.14843;7.82328;7.54636;
9.42033;2.14667;2.14698;7.81495;7.54486;
9.42034;2.14497;2.14533;7.80535;7.54316;
9.42035;2.14307;2.14348;7.7945;7.54126;
9.42036;2.14099;2.14145;7.78244;7.53918;
9.42037;2.13873;2.13923;7.76923;7.53692;
9.42038;2.13631;2.13684;7.75492;7.53449;
9.42039;2.13372;2.13429;7.73955;7.5319;
9.4204;2.13098;2.13159;7.72321;7.52917;
9.42041;2.1281;2.12875;7.70594;7.52629;
9.42042;2.1251;2.12578;7.68781;7.52328;
9.42043;2.12197;2.12268;7.66891;7.52016;
9.42044;2.11875;2.11948;7.64929;7.51694;
9.42045;2.11543;2.11619;7.62905;7.51362;
9.42046;2.11204;2.11282;7.60826;7.51023;
9.42047;2.10858;2.10938;7.58699;7.50677;
9.42048;2.10508;2.10589;7.56535;7.50326;
9.42049;2.10153;2.10235;7.5434;7.49972;
9.4205;2.09796;2.09879;7.52124;7.49615;
9.42051;2.09439;2.09522;7.49896;7.49257;
9.42052;2.09082;2.09165;7.47664;7.489;
9.42053;2.08726;2.0881;7.45437;7.48545;
9.42054;2.08375;2.08457;7.43224;7.48193;
9.42055;2.08028;2.08109;7.41034;7.47846;
9.42056;2.07687;2.07767;7.38875;7.47506;
9.42057;2.07353;2.07432;7.36756;7.47172;
9.42058;2.07028;2.07106;7.34685;7.46847;
9.42059;2.06714;2.06789;7.3267;7.46533;
9.4206;2.0641;2.06483;7.3072;7.46229;
9.42061;2.0612;2.0619;7.28842;7.45939;
9.42062;2.05842;2.05909;7.27043;7.45661;
9.42063;2.0558;2.05644;7.2533;7.45399;
9.42064;2.05333;2.05393;7.23711;7.45152;
9.42065;2.05103;2.0516;7.22192;7.44922;
9.42066;2.04891;2.04943;7.20778;7.4471;
9.42067;2.04697;2.04745;7.19476;7.44516;
9.42068;2.04522;2.04566;7.1829;7.44342;
9.42069;2.04368;2.04407;7.17225;7.44187;
9.4207;2.04233;2.04268;7.16285;7.44053;
9.42071;2.0412;2.0415;7.15474;7.4394;
9.42072;2.04029;2.04054;7.14795;7.43848;
9.42073;2.03959;2.03979;7.14251;7.43779;
9.42074;2.03912;2.03927;7.13844;7.43731;
9.42075;2.03887;2.03896;7.13576;7.43706;
9.42076;2.03884;2.03888;7.13447;7.43704;
9.42077;2.03904;2.03903;7.13459;7.43724;
9.42078;2.03946;2.0394;7.1361;7.43766;
9.42079;2.0401;2.03999;7.13901;7.4383;
9.4208;2.04096;2.0408;7.14331;7.43917;
9.42081;2.04204;2.04183;7.14897;7.44024;
9.42082;2.04333;2.04307;7.15598;7.44154;
9.42083;2.04483;2.04452;7.1643;7.44303;
9.42084;2.04653;2.04617;7.1739;7.44473;
9.42085;2.04842;2.04801;7.18476;7.44663;
9.42086;2.0505;2.05005;7.19681;7.44871;
9.42087;2.05276;2.05226;7.21002;7.45097;
9.42088;2.05519;2.05465;7.22434;7.4534;
9.42089;2.05778;2.0572;7.2397;7.45598;
9.4209;2.06052;2.0599;7.25604;7.45872;
9.42091;2.06339;2.06274;7.27331;7.4616;
9.42092;2.0664;2.06572;7.29144;7.4646;
9.42093;2.06952;2.06881;7.31034;7.46773;
9.42094;2.07274;2.07201;7.32996;7.47095;
9.42095;2.07606;2.0753;7.3502;7.47426;
9.42096;2.07945;2.07867;7.37099;7.47766;
9.42097;2.08291;2.08211;7.39226;7.48111;
9.42098;2.08641;2.0856;7.4139;7.48462;
9.42099;2.08996;2.08914;7.43585;7.48817;
9.421;2.09353;2.0927;7.45801;7.49173;
9.42101;2.0971;2.09627;7.48029;7.49531;
9.42102;2.10067;2.09984;7.50261;7.49888;
9.42103;2.10423;2.10339;7.52488;7.50243;
9.42104;2.10774;2.10692;7.54701;7.50595;
9.42105;2.11121;2.1104;7.56891;7.50942;
9.42106;2.11462;2.11382;7.5905;7.51283;
9.42107;2.11796;2.11717;7.61169;7.51617;
9.42108;2.12121;2.12043;7.6324;7.51941;
9.42109;2.12435;2.1236;7.65255;7.52256;
9.4211;2.12739;2.12666;7.67205;7.52559;
9.42111;2.1303;2.1296;7.69083;7.5285;
9.42112;2.13307;2.1324;7.70882;7.53128;
9.42113;2.1357;2.13506;7.72595;7.5339;
9.42114;2.13816;2.13756;7.74214;7.53637;
9.42115;2.14046;2.1399;7.75733;7.53867;
9.42116;2.14259;2.14206;7.77147;7.54079;
9.42117;2.14453;2.14404;7.78449;7.54273;
9.42118;2.14627;2.14583;7.79636;7.54448;
9.42119;2.14782;2.14743;7.80701;7.54602;
9.4212;2.14916;2.14881;7.8164;7.54737;
9.42121;2.15029;2.14999;7.82451;7.5485;
9.42122;2.15121;2.15096;7.8313;7.54941;
9.42123;2.15191;2.15171;7.83674;7.55011;
9.42124;2.15238;2.15223;7.84081;7.55058;
9.42125;2.15263;2.15254;7.84349;7.55083;
9.42126;2.15266;2.15261;7.84478;7.55086;
9.42127;2.15246;2.15247;7.84466;7.55066;
9.42128;2.15204;2.1521;7.84315;7.55024;
9.42129;2.1514;2.15151;7.84024;7.54959;
9.4213;2.15053;2.1507;7.83594;7.54873;
9.42131;2.14945;2.14967;7.83028;7.54765;
9.42132;2.14816;2.14843;7.82328;7.54636;
9.42133;2.14666;2.14698;7.81495;7.54486;
9.42134;2.14496;2.14533;7.80535;7.54316;
9.42135;2.14307;2.14348;7.7945;7.54127;
9.42136;2.14099;2.14144;7.78244;7.53919;
9.42137;2.13873;2.13923;7.76923;7.53693;
9.42138;2.1363;2.13684;7.75492;7.5345;
9.42139;2.13371;2.13429;7.73955;7.53191;
9.4214;2.13098;2.13159;7.72321;7.52917;
9.42141;2.1281;2.12875;7.70594;7.52629;
9.42142;2.12509;2.12577;7.68781;7.52329;
9.42143;2.12197;2.12268;7.66891;7.52017;
9.42144;2.11875;2.11948;7.64929;7.51694;
9.42145;2.11543;2.11619;7.62905;7.51363;
9.42146;2.11204;2.11282;7.60826;7.51023;
9.42147;2.10858;2.10938;7.58699;7.50678;
9.42148;2.10507;2.10588;7.56535;7.50327;
9.42149;2.10153;2.10235;7.5434;7.49972;
9.4215;2.09796;2.09879;7.52124;7.49615;
9.42151;2.09439;2.09522;7.49896;7.49258;
9.42152;2.09081;2.09165;7.47664;7.48901;
9.42153;2.08726;2.0881;7.45437;7.48546;
9.42154;2.08374;2.08457;7.43224;7.48194;
9.42155;2.08027;2.08109;7.41034;7.47847;
9.42156;2.07686;2.07767;7.38875;7.47506;
9.42157;2.07353;2.07432;7.36756;7.47172;
9.42158;2.07028;2.07106;7.34685;7.46848;
9.42159;2.06714;2.06789;7.3267;7.46533;
9.4216;2.0641;2.06483;7.3072;7.4623;
9.42161;2.06119;2.06189;7.28842;7.45939;
9.42162;2.05842;2.05909;7.27043;7.45662;
9.42163;2.0558;2.05643;7.2533;7.45399;
9.42164;2.05333;2.05393;7.23711;7.45153;
9.42165;2.05103;2.05159;7.22192;7.44923;
9.42166;2.04891;2.04943;7.20778;7.4471;
9.42167;2.04697;2.04745;7.19476;7.44517;
9.42168;2.04522;2.04566;7.1829;7.44342;
9.42169;2.04367;2.04407;7.17225;7.44187;
9.4217;2.04233;2.04268;7.16285;7.44053;
9.42171;2.0412;2.0415;7.15474;7.4394;
9.42172;2.04029;2.04054;7.14795;7.43849;
9.42173;2.03959;2.03979;7.14251;7.43779;
9.42174;2.03912;2.03926;7.13844;7.43732;
9.42175;2.03886;2.03896;7.13576;7.43707;
9.42176;2.03884;2.03888;7.13447;7.43704;
9.42177;2.03903;2.03903;7.13459;7.43724;
9.42178;2.03946;2.0394;7.1361;7.43766;
9.42179;2.0401;2.03999;7.13901;7.43831;
9.4218;2.04096;2.0408;7.14331;7.43917;
9.42181;2.04204;2.04183;7.14897;7.44025;
9.42182;2.04333;2.04307;7.15598;7.44154;
9.42183;2.04483;2.04452;7.1643;7.44304;
9.42184;2.04653;2.04617;7.1739;7.44474;
9.42185;2.04842;2.04801;7.18476;7.44663;
9.42186;2.0505;2.05005;7.19681;7.44871;
9.42187;2.05276;2.05226;7.21002;7.45097;
9.42188;2.05519;2.05465;7.22434;7.4534;
9.42189;2.05778;2.0572;7.2397;7.45599;
9.4219;2.06051;2.0599;7.25604;7.45873;
9.42191;2.06339;2.06274;7.27331;7.4616;
9.42192;2.0664;2.06572;7.29144;7.46461;
9.42193;2.06952;2.06881;7.31034;7.46773;
9.42194;2.07274;2.072;7.32996;7.47095;
9.42195;2.07606;2.0753;7.3502;7.47427;
9.42196;2.07945;2.07867;7.37099;7.47766;
9.42197;2.0829;2.08211;7.39226;7.48112;
9.42198;2.08641;2.0856;7.4139;7.48463;
9.42199;2.08996;2.08914;7.43585;7.48817;
9.422;2.09352;2.0927;7.45801;7.49174;
9.42201;2.0971;2.09627;7.48029;7.49532;
9.42202;2.10067;2.09984;7.50261;7.49889;
9.42203;2.10422;2.10339;7.52488;7.50244;
9.42204;2.10774;2.10691;7.54701;7.50596;
9.42205;2.11121;2.11039;7.56891;7.50943;
9.42206;2.11462;2.11382;7.5905;7.51284;
9.42207;2.11796;2.11717;7.61169;7.51617;
9.42208;2.1212;2.12043;7.6324;7.51942;
9.42209;2.12435;2.1236;7.65255;7.52257;
9.4221;2.12739;2.12666;7.67205;7.5256;
9.42211;2.1303;2.1296;7.69083;7.52851;
9.42212;2.13307;2.1324;7.70882;7.53128;
9.42213;2.13569;2.13506;7.72595;7.53391;
9.42214;2.13816;2.13756;7.74214;7.53637;
9.42215;2.14046;2.1399;7.75733;7.53867;
9.42216;2.14259;2.14206;7.77147;7.5408;
9.42217;2.14453;2.14404;7.78449;7.54274;
9.42218;2.14627;2.14583;7.79636;7.54448;
9.42219;2.14782;2.14742;7.80701;7.54603;
9.4222;2.14916;2.14881;7.8164;7.54737;
9.42221;2.15029;2.14999;7.82451;7.5485;
9.42222;2.15121;2.15096;7.8313;7.54941;
9.42223;2.1519;2.1517;7.83674;7.55011;
9.42224;2.15238;2.15223;7.84081;7.55059;
9.42225;2.15263;2.15253;7.84349;7.55084;
9.42226;2.15266;2.15261;7.84478;7.55086;
9.42227;2.15246;2.15247;7.84466;7.55066;
9.42228;2.15204;2.1521;7.84315;7.55024;
9.42229;2.15139;2.15151;7.84024;7.5496;
9.4223;2.15053;2.1507;7.83594;7.54874;
9.42231;2.14945;2.14967;7.83028;7.54766;
9.42232;2.14816;2.14843;7.82328;7.54636;
9.42233;2.14666;2.14698;7.81495;7.54486;
9.42234;2.14496;2.14533;7.80535;7.54316;
9.42235;2.14307;2.14348;7.7945;7.54127;
9.42236;2.14099;2.14144;7.78244;7.53919;
9.42237;2.13873;2.13923;7.76923;7.53693;
9.42238;2.1363;2.13684;7.75492;7.5345;
9.42239;2.13371;2.13429;7.73955;7.53191;
9.4224;2.13097;2.13159;7.72321;7.52917;
9.42241;2.1281;2.12874;7.70594;7.5263;
9.42242;2.12509;2.12577;7.68781;7.52329;
9.42243;2.12197;2.12268;7.66891;7.52017;
9.42244;2.11875;2.11948;7.64929;7.51695;
9.42245;2.11543;2.11619;7.62905;7.51363;
9.42246;2.11204;2.11282;7.60826;7.51024;
9.42247;2.10858;2.10938;7.58699;7.50678;
9.42248;2.10507;2.10588;7.56535;7.50327;
9.42249;2.10153;2.10235;7.5434;7.49973;
9.4225;2.09796;2.09879;7.52124;7.49616;
9.42251;2.09438;2.09522;7.49896;7.49258;
9.42252;2.09081;2.09165;7.47664;7.48901;
9.42253;2.08726;2.08809;7.45437;7.48546;
9.42254;2.08374;2.08457;7.43224;7.48194;
9.42255;2.08027;2.08109;7.41034;7.47847;
9.42256;2.07686;2.07767;7.38875;7.47506;
9.42257;2.07353;2.07432;7.36756;7.47173;
9.42258;2.07028;2.07105;7.34685;7.46848;
9.42259;2.06713;2.06789;7.3267;7.46534;
9.4226;2.0641;2.06483;7.3072;7.4623;
9.42261;2.06119;2.06189;7.28842;7.45939;
9.42262;2.05842;2.05909;7.27043;7.45662;
9.42263;2.05579;2.05643;7.2533;7.454;
9.42264;2.05333;2.05393;7.23711;7.45153;
9.42265;2.05103;2.05159;7.22192;7.44923;
9.42266;2.0489;2.04943;7.20778;7.44711;
9.42267;2.04696;2.04745;7.19476;7.44517;
9.42268;2.04522;2.04566;7.1829;7.44342;
9.42269;2.04367;2.04407;7.17225;7.44188;
9.4227;2.04233;2.04268;7.16285;7.44054;
9.42271;2.0412;2.0415;7.15474;7.43941;
9.42272;2.04028;2.04053;7.14795;7.43849;
9.42273;2.03959;2.03979;7.14251;7.4378;
9.42274;2.03911;2.03926;7.13844;7.43732;
9.42275;2.03886;2.03896;7.13576;7.43707;
9.42276;2.03883;2.03888;7.13447;7.43705;
9.42277;2.03903;2.03902;7.13459;7.43724;
9.42278;2.03945;2.03939;7.1361;7.43767;
9.42279;2.0401;2.03998;7.13901;7.43831;
9.4228;2.04096;2.0408;7.14331;7.43917;
9.42281;2.04204;2.04182;7.14897;7.44025;
9.42282;2.04333;2.04306;7.15598;7.44154;
9.42283;2.04483;2.04451;7.1643;7.44304;
9.42284;2.04653;2.04616;7.1739;7.44474;
9.42285;2.04842;2.04801;7.18476;7.44664;
9.42286;2.0505;2.05005;7.19681;7.44872;
9.42287;2.05276;2.05226;7.21002;7.45097;
9.42288;2.05519;2.05465;7.22434;7.4534;
9.42289;2.05777;2.0572;7.2397;7.45599;
9.4229;2.06051;2.0599;7.25604;7.45873;
9.42291;2.06339;2.06274;7.27331;7.46161;
9.42292;2.06639;2.06571;7.29144;7.46461;
9.42293;2.06951;2.06881;7.31034;7.46773;
9.42294;2.07274;2.072;7.32996;7.47096;
9.42295;2.07605;2.07529;7.3502;7.47427;
9.42296;2.07945;2.07867;7.37099;7.47767;
9.42297;2.0829;2.08211;7.39226;7.48112;
9.42298;2.08641;2.0856;7.4139;7.48463;
9.42299;2.08996;2.08913;7.43585;7.48818;
9.423;2.09352;2.09269;7.45801;7.49174;
9.42301;2.0971;2.09627;7.48029;7.49532;
9.42302;2.10067;2.09984;7.50261;7.49889;
9.42303;2.10422;2.10339;7.52488;7.50244;
9.42304;2.10774;2.10691;7.54701;7.50596;
9.42305;2.11121;2.11039;7.56891;7.50943;
9.42306;2.11462;2.11381;7.5905;7.51284;
9.42307;2.11796;2.11716;7.61169;7.51618;
9.42308;2.1212;2.12043;7.6324;7.51942;
9.42309;2.12435;2.1236;7.65255;7.52257;
9.4231;2.12738;2.12666;7.67205;7.5256;
9.42311;2.13029;2.12959;7.69083;7.52851;
9.42312;2.13307;2.1324;7.70882;7.53128;
9.42313;2.13569;2.13505;7.72595;7.53391;
9.42314;2.13816;2.13756;7.74214;7.53638;
9.42315;2.14046;2.13989;7.75733;7.53868;
9.42316;2.14258;2.14206;7.77147;7.5408;
9.42317;2.14452;2.14404;7.78449;7.54274;
9.42318;2.14627;2.14583;7.79636;7.54449;
9.42319;2.14782;2.14742;7.80701;7.54603;
9.4232;2.14916;2.14881;7.8164;7.54737;
9.42321;2.15029;2.14999;7.82451;7.5485;
9.42322;2.1512;2.15095;7.8313;7.54942;
9.42323;2.1519;2.1517;7.83674;7.55012;
9.42324;2.15238;2.15223;7.84081;7.55059;
9.42325;2.15263;2.15253;7.84349;7.55084;
9.42326;2.15265;2.15261;7.84478;7.55087;
9.42327;2.15246;2.15247;7.84466;7.55067;
9.42328;2.15204;2.1521;7.84315;7.55025;
9.42329;2.15139;2.15151;7.84024;7.5496;
9.4233;2.15053;2.15069;7.83594;7.54874;
9.42331;2.14945;2.14967;7.83028;7.54766;
9.42332;2.14816;2.14842;7.82328;7.54637;
9.42333;2.14666;2.14697;7.81495;7.54487;
9.42334;2.14496;2.14532;7.80535;7.54317;
9.42335;2.14307;2.14348;7.7945;7.54128;
9.42336;2.14099;2.14144;7.78244;7.53919;
9.42337;2.13873;2.13923;7.76923;7.53694;
9.42338;2.1363;2.13684;7.75492;7.53451;
9.42339;2.13371;2.13429;7.73955;7.53192;
9.4234;2.13097;2.13159;7.72321;7.52918;
9.42341;2.12809;2.12874;7.70594;7.5263;
9.42342;2.12509;2.12577;7.68781;7.5233;
9.42343;2.12197;2.12268;7.66891;7.52017;
9.42344;2.11874;2.11948;7.64929;7.51695;
9.42345;2.11543;2.11619;7.62905;7.51363;
9.42346;2.11204;2.11281;7.60826;7.51024;
9.42347;2.10858;2.10937;7.58699;7.50678;
9.42348;2.10507;2.10588;7.56535;7.50328;
9.42349;2.10153;2.10235;7.5434;7.49973;
9.4235;2.09796;2.09879;7.52124;7.49616;
9.42351;2.09438;2.09521;7.49896;7.49259;
9.42352;2.09081;2.09164;7.47664;7.48902;
9.42353;2.08726;2.08809;7.45437;7.48546;
9.42354;2.08374;2.08457;7.43224;7.48195;
9.42355;2.08027;2.08109;7.41034;7.47848;
9.42356;2.07686;2.07767;7.38875;7.47507;
9.42357;2.07353;2.07432;7.36756;7.47173;
9.42358;2.07028;2.07105;7.34685;7.46849;
9.42359;2.06713;2.06788;7.3267;7.46534;
9.4236;2.0641;2.06483;7.3072;7.46231;
9.42361;2.06119;2.06189;7.28842;7.4594;
9.42362;2.05842;2.05909;7.27043;7.45663;
9.42363;2.05579;2.05643;7.2533;7.454;
9.42364;2.05333;2.05393;7.23711;7.45153;
9.42365;2.05103;2.05159;7.22192;7.44924;
9.42366;2.0489;2.04943;7.20778;7.44711;
9.42367;2.04696;2.04745;7.19476;7.44517;
9.42368;2.04522;2.04566;7.1829;7.44343;
9.42369;2.04367;2.04406;7.17225;7.44188;
9.4237;2.04233;2.04268;7.16285;7.44054;
9.42371;2.0412;2.0415;7.15474;7.43941;
9.42372;2.04028;2.04053;7.14795;7.4385;
9.42373;2.03959;2.03979;7.14251;7.4378;
9.42374;2.03911;2.03926;7.13844;7.43733;
9.42375;2.03886;2.03896;7.13576;7.43708;
9.42376;2.03883;2.03888;7.13447;7.43705;
9.42377;2.03903;2.03902;7.13459;7.43725;
9.42378;2.03945;2.03939;7.1361;7.43767;
9.42379;2.0401;2.03998;7.13901;7.43831;
9.4238;2.04096;2.04079;7.14331;7.43918;
9.42381;2.04204;2.04182;7.14897;7.44026;
9.42382;2.04333;2.04306;7.15598;7.44155;
9.42383;2.04483;2.04451;7.1643;7.44305;
9.42384;2.04652;2.04616;7.1739;7.44475;
9.42385;2.04842;2.04801;7.18476;7.44664;
9.42386;2.0505;2.05004;7.19681;7.44872;
9.42387;2.05276;2.05226;7.21002;7.45098;
9.42388;2.05518;2.05465;7.22434;7.45341;
9.42389;2.05777;2.05719;7.2397;7.456;
9.4239;2.06051;2.0599;7.25604;7.45873;
9.42391;2.06339;2.06274;7.27331;7.46161;
9.42392;2.06639;2.06571;7.29144;7.46462;
9.42393;2.06951;2.0688;7.31034;7.46774;
9.42394;2.07274;2.072;7.32996;7.47096;
9.42395;2.07605;2.07529;7.3502;7.47428;
9.42396;2.07944;2.07866;7.37099;7.47767;
9.42397;2.0829;2.0821;7.39226;7.48113;
9.42398;2.08641;2.0856;7.4139;7.48463;
9.42399;2.08995;2.08913;7.43585;7.48818;
9.424;2.09352;2.09269;7.45801;7.49175;
9.42401;2.0971;2.09626;7.48029;7.49532;
9.42402;2.10067;2.09983;7.50261;7.49889;
9.42403;2.10422;2.10339;7.52488;7.50245;
9.42404;2.10774;2.10691;7.54701;7.50596;
9.42405;2.11121;2.11039;7.56891;7.50943;
9.42406;2.11462;2.11381;7.5905;7.51284;
9.42407;2.11795;2.11716;7.61169;7.51618;
9.42408;2.1212;2.12043;7.6324;7.51943;
9.42409;2.12435;2.1236;7.65255;7.52257;
9.4241;2.12738;2.12665;7.67205;7.52561;
9.42411;2.13029;2.12959;7.69083;7.52852;
9.42412;2.13306;2.13239;7.70882;7.53129;
9.42413;2.13569;2.13505;7.72595;7.53391;
9.42414;2.13816;2.13756;7.74214;7.53638;
9.42415;2.14046;2.13989;7.75733;7.53868;
9.42416;2.14258;2.14206;7.77147;7.54081;
9.42417;2.14452;2.14404;7.78449;7.54274;
9.42418;2.14627;2.14583;7.79636;7.54449;
9.42419;2.14781;2.14742;7.80701;7.54604;
9.4242;2.14916;2.14881;7.8164;7.54738;
9.42421;2.15029;2.14999;7.82451;7.54851;
9.42422;2.1512;2.15095;7.8313;7.54942;
9.42423;2.1519;2.1517;7.83674;7.55012;
9.42424;2.15237;2.15223;7.84081;7.55059;
9.42425;2.15263;2.15253;7.84349;7.55084;
9.42426;2.15265;2.15261;7.84478;7.55087;
9.42427;2.15246;2.15246;7.84466;7.55067;
9.42428;2.15203;2.15209;7.84315;7.55025;
9.42429;2.15139;2.1515;7.84024;7.54961;
9.4243;2.15053;2.15069;7.83594;7.54874;
9.42431;2.14945;2.14966;7.83028;7.54766;
